KakaoTalk Chats 자전컴과방 (27)
Date Saved : 1:13PM, January 21, 2014


11:36AM, March 8, 2013
3:00PM, October 21, 2013, 이현제 : 물론 통행료 왕복 4천원은 덤
3:00PM, October 21, 2013, 전민영 cls11이조 : 근데 이름을 나눔차라고하면되는데 왜 나눔카라고했을까
3:00PM, October 21, 2013, 이현제 : 글쎄요
3:00PM, October 21, 2013, 전민영 cls11이조 : 카쉐어링이라고하던지 ㅋㅋ
3:00PM, October 21, 2013, 전민영 cls11이조 : 희한하게보이네 ㅋㅋ
3:01PM, October 21, 2013, 오성민 : 그루개 병ㅁ맛인0
3:01PM, October 21, 2013, 오성민 : 근데 현제야 그 앱 뭐임?
3:01PM, October 21, 2013, 전민영 cls11이조 : 찾아보니까 나눔카주차장에가서 저렴하게 랜트하는 형식이네요 ㅎㅎ
3:02PM, October 21, 2013, 노승은 : 형식? 정형식?
3:02PM, October 21, 2013, 노승은 : 박형식?
3:02PM, October 21, 2013, 전민영 cls11이조 : 박형식
3:02PM, October 21, 2013, 이현제 : smarter subway요
3:03PM, October 21, 2013, 이현제 : 어떡할까...
3:03PM, October 21, 2013, 이현제 : 요즘 돈이 궁하긴 한데...ㅋㅋ
3:04PM, October 21, 2013, 오성민 : 쉅째고가 ㅋㅋㅋㅋ
3:04PM, October 21, 2013, 전민영 cls11이조 : 나는요즘돈이궁해서 생체실험도 당했음
3:04PM, October 21, 2013, 오성민 : 대중교통에서 공부하면서 다녀와
3:04PM, October 21, 2013, 전민영 cls11이조 : 뇌인지과학실험실에서 뇌 실험 받음 시간당 10000원 주더라
3:05PM, October 21, 2013, 이소명 : 와...... 실험하면 돈 주다니. 그거 어케 해요? 근데... 어떤 종류의 실험.... ㅠ
3:05PM, October 21, 2013, 이현제 : 형 저 그냥 하는 걸로 할게요
3:05PM, October 21, 2013, 이현제 : 뭐 용인 시골 쪽 드라이브 가는 셈 치죠 ㅎㄹ
3:05PM, October 21, 2013, 이현제 : ㅎㅎ
3:05PM, October 21, 2013, 이현제 : 자세한 건 개인 메시지로 주세요
3:06PM, October 21, 2013, 이현제 : 민영이 형 그거 정열이 한테 당한(?) 거죠? ㅋㅋㅋㅋ
3:06PM, October 21, 2013, 전민영 cls11이조 : 엄청 힘든 실험이었음... 눈에 적외선 쬐면서 적외선카메라로 내 눈동자움직임 촬영함... 그러면서 화면에 이상한거 뜨는데 그거 보고 내 나름대로 판단해서 특정 버튼을 눌러야됨... 얼굴 고정시키고 몇시간동안 화면보면서 눈도 거의 못깜빡거리게함
3:06PM, October 21, 2013, 전민영 cls11이조 : 안정열 브로커네 연구실
3:07PM, October 21, 2013, 전민영 cls11이조 : 적외선때문에 눈이 빨리 피로해지는데 눈 깜빡거리면 실험제대로 안된다고 깜빡거리지말라고함 ㄷㄷ
3:07PM, October 21, 2013, 이소명 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그러고 만원밖에 안 주다니
3:07PM, October 21, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋ 브로컼ㅋㅋㅋㅋ
3:07PM, October 21, 2013, 이소명 : 사람이 쥐도 아니고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3:07PM, October 21, 2013, 전민영 cls11이조 : 총 4만원 벌었음
3:07PM, October 21, 2013, 오성민 : ㅗㅕㄴ제야
3:07PM, October 21, 2013, 오성민 : 현제야
3:07PM, October 21, 2013, 오성민 : 걍 너 연락처 넘길게~
3:08PM, October 21, 2013, 이소명 : 걍 겨울방학에 파워 과외 해야겠네요 ㅋㅋㅋㅋㅋ
3:08PM, October 21, 2013, 전민영 cls11이조 : 성민이형도 브로커이시네요
3:08PM, October 21, 2013, 이현제 : 네 그러면 그쪽이랑 연락 하면 돼죠?
3:08PM, October 21, 2013, 이현제 : 용인도 수지 기흥 구성 이런 쪽은 삭막한데
3:08PM, October 21, 2013, 이현제 : 처인구 쪽은 시청 근처 빼고는 시골이라
3:08PM, October 21, 2013, 전민영 cls11이조 : 파워과외가 짱인듯...나는 과외도하면서 부수입얻어보려고했는데 뇌 혹사당한 기분들었음
3:09PM, October 21, 2013, 이현제 : 근데 과외도 참...
3:09PM, October 21, 2013, 전민영 cls11이조 : 실제로 뇌 혹사당해서 실험 끝나고 그 연구실에서 재워주던데
3:09PM, October 21, 2013, 이현제 : 화수목금 과외 다니니까 죽을 맛이요...
3:09PM, October 21, 2013, 전민영 cls11이조 : ㅋㅋㅋ현제야 코딩알바도 꽤 짭잘해
3:09PM, October 21, 2013, 이현제 : 안 그래도
3:09PM, October 21, 2013, 전민영 cls11이조 : 홈페이지하나만들어주는데 몇백만원씩준다
3:09PM, October 21, 2013, 이현제 : 고등학교 선배한테
3:09PM, October 21, 2013, 전민영 cls11이조 : 이것도 브로커가 있어야됨
3:09PM, October 21, 2013, 이현제 : 그런 의뢰 들어와서
3:09PM, October 21, 2013, 전민영 cls11이조 : 그런건 무조건한다고해 ㅋㅋ
3:09PM, October 21, 2013, 이현제 : 할지 말지 고민중...
3:10PM, October 21, 2013, 이현제 : 과외 학생 둘 중 하나가
3:10PM, October 21, 2013, 전민영 cls11이조 : 그리고중요한건 페이를 처음부터높게불러야됨
3:10PM, October 21, 2013, 이현제 : 고3인데
3:10PM, October 21, 2013, 이현제 : 하더라도 걔 수능 끝나고 해야 할 듯요
3:10PM, October 21, 2013, 이현제 : 뭐 어차피 회사 프로모션 페이지는
3:10PM, October 21, 2013, 이현제 : 하루이틀이면 뚝딱이지만
3:10PM, October 21, 2013, 이현제 : 유지보수 징징 처리가 어렵죠 늘 ㅋ
3:10PM, October 21, 2013, 전민영 cls11이조 : 요즘은그리고 스타트업에서도 개발자 많이구하는데 그런곳에서 파트타임으로 일해줘도 돈 꽤 받음
3:11PM, October 21, 2013, 전민영 cls11이조 : 외주 같이 재택근무로
3:11PM, October 21, 2013, 이현제 : ㅋㅋ 브로커가 필요하죠 늘
3:11PM, October 21, 2013, 전민영 cls11이조 : 예를들면 여행 관련 스타트업이면 그 홈페이지같은거를 외주맡기는 경우가많거든
3:12PM, October 21, 2013, 오성민 : 능력자들
3:12PM, October 21, 2013, 오성민 : 난 지금 컴프 숙제도 못하고잇구맘
3:12PM, October 21, 2013, 전민영 cls11이조 : 저한테도 가끔 들어오는데 이 방에도 올려드릴게용
3:12PM, October 21, 2013, 전민영 cls11이조 : 그런 외주 같은건 거의 html인데, C언어보다 훨씬쉬워요 ㅋㅋㅋ
3:13PM, October 21, 2013, 이현제 : 보통 그런 아르바이트 시세는 어느 정도인가요
3:14PM, October 21, 2013, 전민영 cls11이조 : 클라이언트가
3:14PM, October 21, 2013, 이현제 : 친구가 300 이하면 하지 말라던뎈ㅋㅋㅋ
3:14PM, October 21, 2013, 전민영 cls11이조 : 그니까 고객이
3:14PM, October 21, 2013, 전민영 cls11이조 : 호구이면호구일수록
3:14PM, October 21, 2013, 전민영 cls11이조 : 더 많이받을수있어
3:14PM, October 21, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋ
3:14PM, October 21, 2013, 전민영 cls11이조 : 스마트폰 대리점이랑 비슷한거지
3:14PM, October 21, 2013, 전민영 cls11이조 : 호갱님인지아닌지 잘 파악해서하면됨ㅋㅋ
3:14PM, October 21, 2013, 이현제 : = 사람 부려본 적 없는 문돌이일수록....
3:14PM, October 21, 2013, 전민영 cls11이조 : 근데 대부분호갱임
3:14PM, October 21, 2013, 전민영 cls11이조 : 왜냐면 자기가 할줄알면 자기가 하겠지 왜 우리한테시킴ㅋㅋㅋㅋ
3:15PM, October 21, 2013, 이현제 : 다만 스타트업에서 외주 주는 건 조금 다르겠죠 ㅋ
3:15PM, October 21, 2013, 전민영 cls11이조 : 그래서 대부분호갱인데 돈을 얼마나 확보해놓은 호갱인지 잘 파악해야됨
3:15PM, October 21, 2013, 이현제 : 제 생각에
3:15PM, October 21, 2013, 이현제 : 쇼핑몰 같은 건
3:15PM, October 21, 2013, 전민영 cls11이조 : 스타트업에서외주주는건 짜게주긴하는데 경력으로되게좋겠지
3:15PM, October 21, 2013, 이현제 : 이익의 몇 퍼센트 수수료 받아도 될 기세...
3:15PM, October 21, 2013, 전민영 cls11이조 : 근데 그런건 동업이잖아거의 ㅋㅋ 그리고 그런 외주들 특징이
3:16PM, October 21, 2013, 전민영 cls11이조 : 장사 잘될 일이 거의없어
3:16PM, October 21, 2013, 전민영 cls11이조 : 그니깐 우리는 걍 1000만원 받고
3:16PM, October 21, 2013, 전민영 cls11이조 : 해주면 제일 속편함
3:16PM, October 21, 2013, 전민영 cls11이조 : 업그레이드해야된다하면 돈 더달라고하고 ㅋㅋ
3:17PM, October 21, 2013, 전민영 cls11이조 : 자유전공학부에서 우리한테 홈페이지 리뉴얼시켰잖아
3:17PM, October 21, 2013, 노승은 : 와부럽다 ㅠㅠ
3:17PM, October 21, 2013, 전민영 cls11이조 : 그거는 xe툴로 한거니까 시세가 좀 낮아ㅋㅋ
3:17PM, October 21, 2013, 노승은 : 나도 html그런거 할줄알면 좋겠다..
3:17PM, October 21, 2013, 이현제 : 그런데 하드코딩해봤자
3:17PM, October 21, 2013, 노승은 : 민영이 멋쟁이사자에서 다 배운거임??
3:17PM, October 21, 2013, 이현제 : 유지보수만 더 어렵고
3:17PM, October 21, 2013, 이현제 : 품질도 딱히 좋게 나오지가 않죠
3:18PM, October 21, 2013, 이현제 : 대표적으로 버그 투성이 구 통합커뮤니티...
3:18PM, October 21, 2013, 이현제 : 솔직한 심정으로
3:18PM, October 21, 2013, 이현제 : 걔네 입장에선 그냥 돈 받고 연습용으로 만든 것 같다는 느낌
3:18PM, October 21, 2013, 전민영 cls11이조 : ㅋㅋ멋쟁이사자에서는 서버쪽만배웠고
3:18PM, October 21, 2013, 전민영 cls11이조 : html같은건걍독학했어ㅋㅋ
3:18PM, October 21, 2013, 노승은 : 와 ㅋㅋ
3:19PM, October 21, 2013, 이현제 : 그래서 제 주변 사람들은
3:19PM, October 21, 2013, 이현제 : 워드프레스나 xe 기반으로 해주길 원하더라고요
3:19PM, October 21, 2013, 전민영 cls11이조 : xe로 만드는건 거의 500이하임
3:20PM, October 21, 2013, 전민영 cls11이조 : html배우는건 codecademy에서 배움
3:20PM, October 21, 2013, 이종혁 cls09이조 : ㅋㅋㅋ 진짜 자전 통컴
3:20PM, October 21, 2013, 이종혁 cls09이조 : 나한테 돈주지 공부해서 만들겠다
3:21PM, October 21, 2013, 이종혁 cls09이조 : 몇번 안써봤지만 구림..
3:21PM, October 21, 2013, 전민영 cls11이조 : 통컴 다시만들었음
3:21PM, October 21, 2013, 이현제 : 뭐 솔직히 정말 1000이상 부를 수 있는 호갱들이 xe와 워드프레스 같은 CMS랑 그것이 아닌 거랑 구별할 수 있을지 의문이긴 하지만요
3:22PM, October 21, 2013, 전민영 cls11이조 : 여기있는현제가 다시만들었음ㅋㅋ이제 괜찮아졌음
3:22PM, October 21, 2013, 이현제 : 아직 갈 길이 멉니다 ㅠ
3:22PM, October 21, 2013, 전민영 cls11이조 : 그리고 통컴 구버젼도 욕하지마 ㅋㅋ 여기있는 승은이가 외주 맡긴거야
3:22PM, October 21, 2013, 이종혁 cls09이조 : 올ㅋ
3:22PM, October 21, 2013, 이현제 : 계약은 그 전에 이루어진 걸로 알고 있어요
3:22PM, October 21, 2013, 전민영 cls11이조 : ㅋㅋㅋㅋ
3:22PM, October 21, 2013, 이현제 : 계약은 상상이 안 되시겠지만 10년도에....
3:23PM, October 21, 2013, 전민영 cls11이조 : 자전에 컴공인이 많아질줄은 상상도못했겠지
3:23PM, October 21, 2013, 조현익 : (여기 숨어있던 계약자입니다(...))
3:23PM, October 21, 2013, 이현제 : 계약금까지 다 털어줬는데 저희 쪽에서 기획안이 안 넘어가서 미뤄지고 미뤄지고....
3:23PM, October 21, 2013, 이현제 : 허허헣
3:23PM, October 21, 2013, 전민영 cls11이조 : 자전은 이제 왠만한건 자생적으로 다 해버려야돼
3:23PM, October 21, 2013, 전민영 cls11이조 : 전공들이 다 있기때문에 ㅋㅋ 자전학생들한테 돈주고 시키면 될 듯  뭐든지
3:24PM, October 21, 2013, 조현익 : 승은이와 현제씨가 했던 고생은 다 저때문입니다 허허헣ㅠㅠㅠ
3:24PM, October 21, 2013, 이소명 : 난 걍 과외...... 그나마 유학생 과외니 감사해야지 ㅠ 머리가 나쁘면 몸이 힘들규나
3:24PM, October 21, 2013, 전민영 cls11이조 : 현익아그러면 그 돈 토해내라
3:24PM, October 21, 2013, 전민영 cls11이조 : 통컴에 투입됐던 1000만원
3:24PM, October 21, 2013, 전민영 cls11이조 : 자전에 기부해
3:24PM, October 21, 2013, 이현제 : 그건 와플이 토해내야....ㅋㅋㅋ
3:24PM, October 21, 2013, 전민영 cls11이조 : 13학번애들이 학생회비를안내서
3:24PM, October 21, 2013, 전민영 cls11이조 : 학생회비가 모자라대
3:24PM, October 21, 2013, 전민영 cls11이조 : 현익이가 1000만원 쾌척하면 숨통트일듯...
3:25PM, October 21, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅌ
3:25PM, October 21, 2013, 노승은 : ㅋㅋㅋㅋ아웃겨
3:25PM, October 21, 2013, 이현제 : 거의 사실상 차기 새준위장 내정자로서 매우 신경이 많이 쓰이긴 하네요...
3:25PM, October 21, 2013, 노승은 : 응 난 계약이랑은관계음슴 ㅋㅋ 넘겨받은거
3:25PM, October 21, 2013, 전민영 cls11이조 : 14학번 새터비낼때
3:25PM, October 21, 2013, 노승은 : 그거 학생회비 
3:25PM, October 21, 2013, 노승은 : 왜이리못걷냐
3:25PM, October 21, 2013, 전민영 cls11이조 : 학생회비도 내게하고
3:25PM, October 21, 2013, 전민영 cls11이조 : 14학번들을 초반부터 아예 쥐어짜
3:26PM, October 21, 2013, 노승은 : ㅋㅋㅋㅋㅋ
3:26PM, October 21, 2013, 노승은 : 아니지 13이안냈으니까 14가 이제 선배들한테물어보겠지
3:26PM, October 21, 2013, 전민영 cls11이조 : 학생회비를 못걷는게아니고 애들이 안내는거임
3:26PM, October 21, 2013, 노승은 : 그거 내야하는거에요?
3:26PM, October 21, 2013, 이소명 : 쥐어짜다니. 학생회 무섭다
3:26PM, October 21, 2013, 전민영 cls11이조 : 그거물어보기도전에 바로 내게해야지
3:26PM, October 21, 2013, 이현제 : 일단 새터비 자체로 미납 때문에 100~200씩 적자 빠지니까
3:26PM, October 21, 2013, 노승은 : 낼 분위기를 못 만드니까 안내지
3:26PM, October 21, 2013, 전민영 cls11이조 : 선배들이랑 만나기도전에 계좌번호부터 돌리는거지
3:26PM, October 21, 2013, 노승은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3:26PM, October 21, 2013, 노승은 : 뭔가 싶겠다
3:26PM, October 21, 2013, 이현제 : 새터비 선납 원칙이고 안 낸 사람 버스 안 태울 겁니다
3:27PM, October 21, 2013, 이현제 : 반대하는 사람 있으면 새준위 들어와서 으견 내세요
3:27PM, October 21, 2013, 전민영 cls11이조 : 자유전공학부 합격을 축하드립니다. 새터비 납부 계좌:000이현제 , 학생회비 납부계좌:000장홍준
3:27PM, October 21, 2013, 전민영 cls11이조 : 이렇게문자오면 기분이어떨까
3:27PM, October 21, 2013, 이현제 : ......
3:27PM, October 21, 2013, 전민영 cls11이조 : 좋을까나쁠까
3:28PM, October 21, 2013, 이현제 : 자연계 학생들이면 등록금 안 내고 의대 가겠죠
3:28PM, October 21, 2013, 전민영 cls11이조 : 피싱인줄알고 전화 많이올듯
3:28PM, October 21, 2013, 전민영 cls11이조 : 등록금낸사람들한테만보내야지 ㅋㅋ
3:28PM, October 21, 2013, 조현익 : 아유 그냥 새터 버스에 티머니 단말기 설치하고
3:28PM, October 21, 2013, 전민영 cls11이조 : 근데 생각해보니까 저렇게 피싱사기치면 돈 꽤나들어오겠다
3:28PM, October 21, 2013, 조현익 : 탑승하면서 7만원 찍게 하셈
3:28PM, October 21, 2013, 이현제 : 수수료 ㄱㅅㄱㅅ
3:28PM, October 21, 2013, 전민영 cls11이조 : 전국에있는 고3학생들한테 합격을 축하드립니다. 학생회비를 납부해주세요. 문자 돌리면
3:29PM, October 21, 2013, 전민영 cls11이조 : 몇명은 입금할듯 합격에기쁨에 취해서
3:29PM, October 21, 2013, 노승은 : 민영아 우리가 하자
3:29PM, October 21, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3:29PM, October 21, 2013, 이종혁 cls09이조 : 기부입학을 받자
3:29PM, October 21, 2013, 노승은 : 10프로만 보내도 억단위겠다
3:29PM, October 21, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3:29PM, October 21, 2013, 노승은 : 그거갖고 미국으로 나르자
3:29PM, October 21, 2013, 이소명 : 기부 입학 ㄴㄴ 그럼 학교 평균 iq 떨어짐
3:29PM, October 21, 2013, 이종혁 cls09이조 : 기부입학으로 장학금줘서 똑똑한애들을 스카웃
3:30PM, October 21, 2013, 이종혁 cls09이조 : 하고 남는건 새터비도 쓰고
3:30PM, October 21, 2013, 이종혁 cls09이조 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3:30PM, October 21, 2013, 전민영 cls11이조 : 입금하는애들있을듯
3:31PM, October 21, 2013, 이소명 : ㅋㅋㅋㅋ 기부입학하면 아빠가 전용기 써야되서 일등석타고 집에가야한다고 찡찡거리는 애들이랑 같이 학교 다녀야 하는데 ㅋㅋㅋㅋㅋㅋㅋㅋ
3:31PM, October 21, 2013, 전민영 cls11이조 : 새터를 감옥같은곳으로간다음에
3:31PM, October 21, 2013, 전민영 cls11이조 : 부모님이 새터비입금해준사람만 집에보내쥼
3:33PM, October 21, 2013, 전민영 cls11이조 : 무인도가 좋겠군
3:34PM, October 21, 2013, 노승은 : ㄷㄷㄷ 민영아 무리수
3:34PM, October 21, 2013, 노승은 : 유리수 무리수
3:34PM, October 21, 2013, 전민영 cls11이조 : 유리화시켜줘
3:35PM, October 21, 2013, 이소명 : 걍 돈 낸 애들만 술 주면 되지 않아요?
3:35PM, October 21, 2013, 이소명 : (이모티콘_Muzi and Friends)일학년때는 다들 술 마시고 싶어서 난리나는데.... 나만 그랬나...
3:36PM, October 21, 2013, 오성민 : 새터비도안내?
3:36PM, October 21, 2013, 오성민 : 그건 운영비잔아
3:36PM, October 21, 2013, 이소명 : 근데 13들 좀 무서움 ㅠㅠ 지난번에 라운지에 들어가니까 모르는 애들이 손가락질하면서 너도 13이야? 이럼 ㅋㅋㅋㅋㅋ 
3:37PM, October 21, 2013, 노승은 : ㅋㅋㅋㅋㅋㅋㅋ
3:37PM, October 21, 2013, 노승은 : 신기하네
3:37PM, October 21, 2013, 이현제 : 새터비 안 내는 건 윗학번들 문제죠
3:38PM, October 21, 2013, 노승은 : 나도 가면 13이야 그러겠다  그러면 기분 좋겠다
3:38PM, October 21, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3:38PM, October 21, 2013, 전민영 cls11이조 : 13이 안내는이유는 딱 이거임
3:39PM, October 21, 2013, 전민영 cls11이조 : 입학할때 어리버리할때 내라고해야 내는데
3:39PM, October 21, 2013, 전민영 cls11이조 : 들어와서 짬좀 차고 5월쯤에내라고하니까
3:39PM, October 21, 2013, 전민영 cls11이조 : 말년병장처럼 말안듣는거임
3:39PM, October 21, 2013, 이다솔 : 너도13이얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3:39PM, October 21, 2013, 이다솔 : 소명누나얼굴을못보고말햇나보다^^;
3:40PM, October 21, 2013, 이현제 : 민영이 형 지적이 정확하죠
3:41PM, October 21, 2013, 전민영 cls11이조 : 저걸이용해서 피싱이나해야겠다
3:42PM, October 21, 2013, 전민영 cls11이조 : 고갱님 당황하셨어요? 합격도 안했는데 학생회비내라고해서 당황하셨죠?
3:42PM, October 21, 2013, 이소명 : 다솔아 네가 말하면 욕인디 칭찬인지 모르겠어 ㅠ
3:42PM, October 21, 2013, 전민영 cls11이조 : 저도 많이 놀랐습니다
3:42PM, October 21, 2013, 이소명 : 너의 만우절 장난도.... ㅠ
3:49PM, October 21, 2013, 이다솔 : ㅋㅋㅋㅋㅎㅎㅎㅎ
5:32PM, October 21, 2013, 이현제 : 허허
5:33PM, October 21, 2013, 이현제 : 디자인 전공하는 고등학교 선배 하나가 의뢰 인터셉트 시도중...
5:37PM, October 21, 2013, 전민영 cls11이조 : ??인터셉트?
5:39PM, October 21, 2013, 이현제 : <Photo>
5:39PM, October 21, 2013, 이현제 : 두 건 날릴 위기...
5:39PM, October 21, 2013, 이현제 : 한 건은 날아간 것 같고...
5:45PM, October 21, 2013, 노승은 : ㅋㅋ 묘한 기싸움이 흐르네
5:47PM, October 21, 2013, 이현제 : 허헣 역시 전 금전운이 없나봐요
5:56PM, October 21, 2013, 전민영 cls11이조 : ㅋㅋㅋ모지
5:56PM, October 21, 2013, 전민영 cls11이조 : 이런건 또 선불이라서
5:56PM, October 21, 2013, 전민영 cls11이조 : 선불금이있어서
5:56PM, October 21, 2013, 전민영 cls11이조 : 급전필요할때딱인데
5:56PM, October 21, 2013, 전민영 cls11이조 : ㅋㅋㅋ
6:00PM, October 21, 2013, 이현제 : 그런데 갑자기 서비스 개발에 관심 있다는 다른 선배님 등장
6:00PM, October 21, 2013, 이현제 : 역시 외고 동문회에는 공돌이가 부족하군요
6:02PM, October 21, 2013, 전민영 cls11이조 : ㅋㅋㅋ
7:40PM, October 21, 2013, 유경인 : 컴프 숙제 돌아가기만하면되나요 아니면 퍼포먼스 코딩스타일 가독성 이런것도 평가대상인가요?
7:43PM, October 21, 2013, 전민영 cls11이조 : 조교마다다르지않을까?
7:43PM, October 21, 2013, 전민영 cls11이조 : 근데 매기기귀찮아서 거의 돌아가기만하는가 그거던데
7:45PM, October 21, 2013, 유경인 : 흐.. 조교한테메일보내야지
8:16PM, October 21, 2013, 오성민 : 씨에서 함수 만들어서 쓸때 리턴값이 두개이도록은 못하나여?
8:17PM, October 21, 2013, 오성민 : 경인아 너는 1900년 이전 인풋도 허용하게 짰어?
8:21PM, October 21, 2013, 이종혁 cls09이조 : 스트럭트만들어서 리턴해
8:21PM, October 21, 2013, 이종혁 cls09이조 : 씨쁠쁠이면 stl페어
8:21PM, October 21, 2013, 오성민 : 그런거몰라
8:21PM, October 21, 2013, 오성민 : 스트럭트는뭐야
8:21PM, October 21, 2013, 오성민 : 먹는거니
8:21PM, October 21, 2013, 이종혁 cls09이조 : ㅋㅋㅋㅋ
8:21PM, October 21, 2013, 이종혁 cls09이조 : 그조체
8:21PM, October 21, 2013, 오성민 : 젠장
8:21PM, October 21, 2013, 이종혁 cls09이조 : 구조체
8:29PM, October 21, 2013, 이다솔 : 1900년~9999년까지래요!
8:29PM, October 21, 2013, 오성민 : 그럼됐다완성
8:29PM, October 21, 2013, 오성민 : 우리 테스트셋 만들어서 비교해보자
8:29PM, October 21, 2013, 오성민 : 할필요없으려나
9:11PM, October 21, 2013, 유경인 : ㅋㅋㅋ1900~9999년 해봐요
9:11PM, October 21, 2013, 오성민 : 무슨요일로 ㅋㅋㅋㅋㅋㅋ
9:11PM, October 21, 2013, 유경인 : ㅋㅋㅋㅋㅋ몰라요
9:11PM, October 21, 2013, 유경인 : 전아직안해거
9:11PM, October 21, 2013, 유경인 : 안해서
9:12PM, October 21, 2013, 오성민 : 난이제 2번짜고있는데
9:12PM, October 21, 2013, 오성민 : 배열쓰지말래네
9:35PM, October 21, 2013, 오성민 : 애들아 근데 main함수는 int로 선언해야해?
9:35PM, October 21, 2013, 오성민 : 왜 int로 하는거지
9:35PM, October 21, 2013, 유경인 : void도될걸요 ㅋㅋ
9:38PM, October 21, 2013, 이다솔 : 마지막에 return 0이니깐요!
9:38PM, October 21, 2013, 이다솔 : void도된대염
9:40PM, October 21, 2013, 정형식프원 : 전에 실습할때 코딩스타일을 보면 좋으나 현실적으로 힘들고 그냥 아웃풋만 본다고 한듯
10:14PM, October 21, 2013, 오성민 : 둘다짯다
10:14PM, October 21, 2013, 오성민 : 휴
10:21PM, October 21, 2013, 이소명 : 좋겠다 난 아직 안 했는데 ㅠㅠ
10:21PM, October 21, 2013, 오성민 : 드랍 ㄱㄱ
10:25PM, October 21, 2013, 동권 : 컴프 할때가 좋을때임....
10:25PM, October 21, 2013, 동권 : 후....
10:27PM, October 21, 2013, 동권 : 컴구 프언 진짜 토나옴 ㅠ
10:32PM, October 21, 2013, 오성민 : 코딩은 다했는데 제출을 어떻게 하는지 모르겠다...
10:35PM, October 21, 2013, 이다솔 : 헐....역시수학괔ㅋㅋㅋㅋ
10:35PM, October 21, 2013, 이다솔 : 섭스트링때매헤매고잇는데ㅠㅠ
10:37PM, October 21, 2013, 오성민 : 제출은 내일 302 가서 물어봐야쥐
10:38PM, October 21, 2013, 오성민 : 나 섭시퀀스짜다가 실수한게 서브스트링 코드가 됐어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 알파벳 하나 차이임
10:39PM, October 21, 2013, 이소명 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
10:39PM, October 21, 2013, 이소명 : 대단하다
10:40PM, October 21, 2013, 이다솔 : 헐ㄷㄷㄷㄷㄷㄷㄷㄷ
10:40PM, October 21, 2013, 이다솔 : 어떠케그러치
10:43PM, October 21, 2013, 호정 : 이동권컴구했음??
10:44PM, October 21, 2013, 호정 : 컴구듣는사람많지..??
10:44PM, October 21, 2013, 호정 : 목요일부터해도되겠지...
10:45PM, October 21, 2013, 동권 : 나 컴구 하나도안했...
10:45PM, October 21, 2013, 동권 : 호정아
10:45PM, October 21, 2013, 동권 : 컴구 수욜 시험이야...
10:45PM, October 21, 2013, 동권 : 빨리 공부하자
10:48PM, October 21, 2013, 호정 : ㅋㅋㅋㅋㅋ아맞다
10:48PM, October 21, 2013, 호정 : ㅋㅋㅋ그래야징
10:48PM, October 21, 2013, 이소명 : 아.... 망했네.... ㅠ
10:48PM, October 21, 2013, 호정 : 컴구시험보고나면 과제를 할 수 있겠지
11:20PM, October 21, 2013, 동권 : 일단 시험공부ㅠㅠ 너무어렵가
11:26PM, October 21, 2013, 호정 : 근데 x86 pc레지스터 이름이 rip야

1:23PM, October 23, 2013
1:23PM, October 23, 2013, 오성민 : <Photo>
1:33PM, October 23, 2013, 노승은 : 여러분  수강취소 서류 어디서 뽑나요??
1:33PM, October 23, 2013, 노승은 : (윙크)(윙크)
1:33PM, October 23, 2013, 동권 : ㅋㅋㅋㅋㅋ
1:33PM, October 23, 2013, 동권 : 마이스뉴
1:34PM, October 23, 2013, 동권 : 학사행정 ㄱㄱ
1:35PM, October 23, 2013, 노승은 : 오옹 찾았다 ㅋㅋ
3:06PM, October 23, 2013, 호정 : 내일 컴공세 휴강이죠??
4:23PM, October 23, 2013, 이현제 : 내일 전전회 수업 하는 거 맞죠?
4:23PM, October 23, 2013, 이현제 : 휴 ㅠ
4:24PM, October 23, 2013, 이다솔 : 컴공세휴강맙아요!
4:38PM, October 23, 2013, 동권 : 낼 무슨 날이에요?
4:38PM, October 23, 2013, 이소명 : 목요일
4:38PM, October 23, 2013, 이소명 : thursday
4:38PM, October 23, 2013, 동권 : ㄷㄷ
4:39PM, October 23, 2013, 동권 : 무슨 특별한 날이야?
4:39PM, October 23, 2013, 이소명 : 시험보는날
4:39PM, October 23, 2013, 이현제 : 자율학습일
4:39PM, October 23, 2013, 동권 : 아 자율학습..
4:39PM, October 23, 2013, 동권 : 소명이는
